source,config,llm,prompt,model_class,protocol,question,reasoning_concordance
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,2,Agree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,3,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,4,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,5,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,6,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,7,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,8,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen7,9,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,1,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,2,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,3,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,4,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,5,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,7,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,8,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen8,9,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,1,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,2,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,3,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,4,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,5,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,7,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,8,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen9,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,1,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,2,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,3,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,4,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,5,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,7,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,8,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen10,9,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,1,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,2,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,3,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,4,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,5,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,7,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,8,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen11,9,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,1,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,2,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,3,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,4,Partly agree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,5,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,6,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,7,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,8,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen12,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,1,Partly agree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,2,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,3,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,4,Partly agree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,5,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,6,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,7,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,8,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen13,9,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,1,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,2,Partly agree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,3,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,4,Partly agree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,5,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,6,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,7,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,8,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen14,9,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,1,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,2,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,3,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,4,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,5,
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,6,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,7,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,8,Disagree
Sentinel,BioLlama-LTM,BioLlama,LTM,Biomedical,Sen15,9,Disagree
